sample,PC1,PC2,assay,mouse_id,tissue,timepoint,project,batch,treatment,genotype,sex,sample_date,dob,dod,sample_weeks,age_at_end,age_at_start,age_at_sample,samtools.flagstat_total,samtools.mapped_passed,biotype_counts.percent_rRNA,dupradar.dupRadar_intercept,picard.PERCENT_DUPLICATION,qualimap.5_3_bias,qualimap.reads_aligned,rseqc.proper_pairs_percent,salmon.percent_mapped,salmon.num_mapped,samtools.error_rate,samtools.non_primary_alignments,samtools.reads_mapped,samtools.reads_properly_paired_percent,samtools.reads_MQ0_percent,samtools.raw_total_sequences,star.uniquely_mapped_percent,star.uniquely_mapped,fastqc_raw.percent_duplicates,fastqc_raw.percent_gc,fastqc_raw.percent_fails,fastqc_raw.total_sequences,fastqc_trimmed.percent_duplicates,fastqc_trimmed.percent_gc,fastqc_trimmed.avg_sequence_length,fastqc_trimmed.percent_fails,fastqc_trimmed.total_sequences,myeloid,CML_space,myeloid_class,state_class,time_class,Group,HSA_ABL1_gene,HSA_BCR_ABL1_gene,HSA_BCR_gene,HSA_MYH11_gene,state_chr,myeloid_chr,old.state_class,rx_class,state_rx,group_name
COHP_49243,-0.048020947,0.061366305,mRNA,514,PBMC,2,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,1/19/21,10/23/20,3/22/21,2,20.6,10.6,12.6,237441031,237441031,0.239302893,0.093858542,0.57346,1.05,61184344,20.80725803,77.00571628,51532059,0.002254861,114991460,122449571,99.93394587,6.473137419,122449571,59.38,39735309,74.98114859,54,13.63636364,67159739,74.74438054,54,99.00944582,18.18181818,66919784,NA,-17.50414722,NA,0,NA,D,0.382097,0.188194,0.21608,0,c1,NA,0,D.pre,c1,TKI
COHP_49244,-0.052787047,0.042415688,mRNA,514,PBMC,3,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,1/26/21,10/23/20,3/22/21,3,20.6,10.6,13.6,252049612,252049612,0.241633466,0.110670212,0.615844,1.09,61148793,17.58889119,76.50691048,52173235,0.002366188,129650713,122398899,99.9172272,7.779690077,122398899,56.4,38460029,77.37733647,54,13.63636364,68428739,77.09708102,54,98.84435117,18.18181818,68194147,NA,-4.00175117,NA,0,NA,D,4.90249,2.799163,2.164204,0,c1,NA,0,D.pre,c1,TKI
COHP_49245,0.074867319,-0.012024759,mRNA,514,PBMC,4,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,2/2/21,10/23/20,3/22/21,4,20.6,10.6,14.6,165955136,165955136,0.173758469,0.11146192,0.474541,1.05,57946127,34.97520679,71.87914446,44690802,0.00248198,50018492,115936644,99.96171185,2.037102264,115936644,73.63,45781622,69.78834118,52.5,9.090909091,62285697,69.36023165,53,98.91570748,13.63636364,62174922,NA,-62.22177617,NA,1,NA,D,7.41061,4.382466,3.051645,0,c2,NA,0,D.pre,c2,TKI
COHP_49246,0.024667002,-9.64E-05,mRNA,514,PBMC,5,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,2/9/21,10/23/20,3/22/21,5,20.6,10.6,15.6,158089724,158089724,0.688574528,0.085789316,0.516486,1.09,49965928,29.08356776,65.61508549,36862744,0.00324941,58084854,100004870,99.92698956,3.221384119,100004870,66.14,37156053,71.53092565,56,13.63636364,56507406,71.03419837,56,98.59928648,18.18181818,56180288,NA,-72.66954936,NA,1,NA,D,9.578324,3.726544,4.915122,0,c2,NA,0,D.pre,c2,TKI
COHP_49247,-0.020655622,0.077700192,mRNA,514,PBMC,6,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,2/16/21,10/23/20,3/22/21,6,20.6,10.6,16.6,218421776,218421776,1.139364716,0.098837312,0.580585,1.08,58005183,21.0200287,78.0469039,50096486,0.002544063,102336593,116085183,99.93554991,6.179380361,116085183,59.83,38402507,77.44188824,54.5,13.63636364,64365897,77.07112517,55,98.84354944,18.18181818,64187666,NA,-57.70358921,NA,1,NA,D,9.89156,5.916148,4.892517,0,c2,NA,1,D.pre,c2,TKI
COHP_49248,0.025857032,0.039994412,mRNA,514,PBMC,7,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,2/23/21,10/23/20,3/22/21,7,20.6,10.6,17.6,153316246,153316246,0.566240207,0.139715031,0.509861,1.02,53355907,32.44328458,67.66589424,38976520,0.002883986,46558204,106758042,99.95669834,2.207458994,106758042,72.85,41963302,70.21554923,53,9.090909091,57735971,69.54074442,53,98.415238,13.63636364,57601426,NA,-40.4119551,NA,1,NA,D,15.361714,11.458176,7.231071,0,c2,NA,1,NA,c2,TKI
COHP_49249,0.01505859,-0.01054854,mRNA,514,PBMC,8,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,3/2/21,10/23/20,3/22/21,8,20.6,10.6,18.6,178075133,178075133,0.230320333,0.170746583,0.553033,1.04,59192757,28.22589609,66.70464208,42883139,0.002858562,59648500,118426633,99.96527893,2.84045566,118426633,70.51,45327917,72.54117761,53.5,9.090909091,64425559,71.77438207,54,98.08932121,13.63636364,64288088,NA,-19.24640819,NA,0,NA,D,2.46093,4.955041,1.144386,0.002032,c1,NA,1,D.Rx,D.Rx,TKI
COHP_49250,0.03196311,0.078206594,mRNA,514,PBMC,9,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,3/9/21,10/23/20,3/22/21,9,20.6,10.6,19.6,220259058,220259058,0.392177888,0.134390043,0.578427,1.02,63588944,23.01569182,78.04610698,53173647,0.002371286,93031125,127227933,99.96066508,4.756777743,127227933,64.94,44241708,76.44026664,53.5,9.090909091,68273021,75.75598512,53.5,98.25604145,13.63636364,68131069,NA,-34.13669047,NA,0,NA,D,4.820849,4.040412,2.244726,0,c1,NA,1,D.Rx,D.Rx,TKI
COHP_49251,-0.021534562,0.024443468,mRNA,514,PBMC,10,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",F,3/16/21,10/23/20,3/22/21,10,20.6,10.6,20.6,190261107,190261107,1.038512634,0.126435974,0.571526,1.05,56665057,24.12080363,71.96381139,44386452,0.002782961,76875362,113385745,99.95093651,3.759128628,113385745,64.23,39615326,74.59826316,54,9.090909091,61825469,73.97572354,54,98.33772917,13.63636364,61678851,NA,-18.66580071,NA,0,NA,D,4.542573,4.288197,2.249866,0,c1,NA,1,D.Rx,D.Rx,TKI
COHP_49252,-0.066893777,0.037455422,mRNA,511,PBMC,0,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,1/5/21,10/23/20,3/26/21,0,21.6,10.6,10.6,283212540,283212540,0.452744272,0.090134636,0.640229,1.04,60079032,14.39395304,80.49516303,52271466,0.001918491,162985850,120226690,99.9429195,10.09201867,120226690,51.65,33538702,77.70766839,53.5,22.72727273,65113557,77.31083933,53.5,98.55079789,27.27272727,64937400,NA,43.28479753,NA,0,NA,D,0.016042,0,0.010198,0,c1,NA,0,D.pre,c1,TKI
COHP_49253,0.062213463,0.030281698,mRNA,511,PBMC,1,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,1/12/21,10/23/20,3/26/21,1,21.6,10.6,11.6,144496143,144496143,0.13210134,0.087980954,0.421853,1.01,49654731,37.94441351,72.82270685,38033729,0.001917043,45157644,99338499,99.97076964,2.436047478,99338499,75.07,39209326,65.91909334,51,9.090909091,52300756,65.2789327,51.5,98.54082214,13.63636364,52227843,NA,-32.71868774,NA,0,NA,D,1.107823,0,0.489182,0,c1,NA,0,D.pre,c1,TKI
COHP_49254,0.109891926,0.062182682,mRNA,511,PBMC,2,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,1/19/21,10/23/20,3/26/21,2,21.6,10.6,12.6,176442987,176442987,0.16978704,0.130171986,0.47591,1.04,66261650,37.48887679,75.45470229,53929347,0.002375446,43871297,132571690,99.96349899,1.503366971,132571690,76.13,54415441,72.22224565,53,9.090909091,71600469,71.6778135,53,98.80786973,9.090909091,71472480,NA,-66.94793176,NA,1,NA,D,0.820611,0.899074,0.316255,0,c2,NA,0,D.pre,c2,TKI
COHP_49255,-0.053182212,0.038204111,mRNA,511,PBMC,3,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,1/26/21,10/23/20,3/26/21,3,21.6,10.6,13.6,217777910,217777910,0.322381403,0.09869962,0.604123,1.05,56772518,19.42853065,78.66478057,49303989,0.002369744,104181743,113596167,99.9549888,5.811639754,113596167,57.88,36279453,78.71284906,55,18.18181818,62796672,78.30268952,55,98.79752347,18.18181818,62676065,NA,-23.37519165,NA,0,NA,D,0.936666,1.2166,0.462209,0,c1,NA,0,D.pre,c1,TKI
COHP_49256,0.062577666,0.080613762,mRNA,511,PBMC,4,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,2/2/21,10/23/20,3/26/21,4,21.6,10.6,14.6,185380526,185380526,0.134165076,0.117659153,0.517486,1.04,61748775,30.50515349,78.14858892,52180202,0.002406239,61844490,123536036,99.96884634,2.400098057,123536036,70.03,46762265,75.00728694,53,9.090909091,66869785,74.43790686,53.5,98.66086167,13.63636364,66770498,NA,-67.61027253,NA,1,NA,D,3.383927,0,1.460896,0,c2,NA,0,D.pre,c2,TKI
COHP_49257,0.035978602,0.00838493,mRNA,511,PBMC,5,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,2/9/21,10/23/20,3/26/21,5,21.6,10.6,15.6,164959666,164959666,0.37427152,0.105933424,0.507758,1.04,52850637,29.91518666,73.97043147,42106850,0.002434548,59237202,105722464,99.97995696,2.852370145,105722464,68.38,38924798,72.4090094,53,9.090909091,56980371,71.87698641,53,98.66075921,13.63636364,56923894,NA,-64.08284153,NA,1,NA,D,3.50754,5.602947,1.614627,0,c2,NA,0,D.pre,c2,TKI
COHP_49258,0.138654686,0.072153903,mRNA,511,PBMC,6,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,2/16/21,10/23/20,3/26/21,6,21.6,10.6,16.6,175507149,175507149,0.224980058,0.126391026,0.493109,1.03,62891190,34.53720965,74.34382829,50773319,0.002612036,49692056,125815093,99.97399914,1.782518255,125815093,73.5,50198137,73.57767922,53.5,9.090909091,68377526,72.94074968,54,98.67357825,9.090909091,68295271,NA,-92.93377848,NA,1,NA,D,13.656437,12.097818,6.026878,0,c2,NA,1,D.pre,c2,TKI
COHP_49259,0.01397061,0.086625069,mRNA,511,PBMC,7,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,2/23/21,10/23/20,3/26/21,7,21.6,10.6,17.6,159515240,159515240,0.566476649,0.121901591,0.556903,1.01,48883919,25.65947178,77.75485389,41494258,0.002424354,61711274,97803966,99.9630608,3.337182666,97803966,65.62,35019304,77.23996297,54,13.63636364,53455997,76.61962558,54.5,98.50128545,18.18181818,53365489,NA,-63.22782663,NA,1,NA,D,12.734953,7.752075,6.184098,0,c2,NA,1,NA,c2,TKI
COHP_49260,-0.032122595,0.056201699,mRNA,511,PBMC,8,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,3/2/21,10/23/20,3/26/21,8,21.6,10.6,18.6,203994165,203994165,0.512100913,0.124114215,0.601899,1.05,58206876,21.37114363,84.37168003,52919363,0.002108994,87543957,116450208,99.96869392,4.409524971,116450208,62.41,39142136,80.84538228,54,13.63636364,62838285,80.33601733,54,98.66794108,13.63636364,62721713,NA,-48.96744343,NA,1,NA,D,6.290674,3.841701,2.713363,0,c2,NA,1,D.Rx,D.Rx,TKI
COHP_49261,0.065601776,0.171604944,mRNA,511,PBMC,9,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,3/9/21,10/23/20,3/26/21,9,21.6,10.6,19.6,159623181,159623181,0.317010188,0.111269638,0.497942,1.02,55165632,32.96709142,79.43909159,46720957,0.002068662,49249094,110374087,99.96120194,1.989403545,110374087,73.09,42987958,74.77975757,52.5,9.090909091,58910994,74.28333746,52.5,98.85258712,9.090909091,58813559,NA,-52.58236402,NA,1,NA,D,13.08284,8.451202,5.561323,0,c2,NA,1,D.Rx,D.Rx,TKI
COHP_49262,0.036266959,0.143726345,mRNA,511,PBMC,10,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,3/16/21,10/23/20,3/26/21,10,21.6,10.6,20.6,192689379,192689379,0.510000402,0.103343978,0.530038,1.05,61089397,28.2134554,81.6984418,53565460,0.002307397,70474701,122214678,99.97063855,3.496598011,122214678,68.9,45174388,76.71458337,53.5,9.090909091,65663245,76.15720481,53.5,98.67628323,9.090909091,65564849,NA,-60.15346652,NA,1,NA,D,12.636684,8.790457,5.773027,0,c2,NA,1,D.Rx,D.Rx,TKI
COHP_49263,0.1645524,0.10665089,mRNA,511,PBMC,11,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,3/23/21,10/23/20,3/26/21,11,21.6,10.6,21.6,152162234,152162234,0.279797163,0.148067016,0.458603,1.08,62988596,42.86367273,72.89290522,50314763,0.002844286,26144534,126017700,99.96785531,0.806035184,126017700,79.88,55137328,71.9871141,54,13.63636364,69134527,71.44913416,54,98.83949911,13.63636364,69025597,NA,-131.3855044,NA,2,NA,D,3.604785,3.672082,1.642083,0,c3,NA,1,D.post,D.post,TKI
COHP_49264,-0.076195497,0.009492016,mRNA,513,PBMC,0,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,1/5/21,10/23/20,3/26/21,0,21.6,10.6,10.6,206078121,206078121,0.109630719,0.106424861,0.628837,1.02,49951298,16.93964979,74.64609022,40409596,0.002070889,106133364,99944757,99.9578157,6.921452618,99944757,54.29,29388105,75.60619468,53.5,13.63636364,54237945,75.23025275,54,98.5984116,18.18181818,54134913,NA,95.85118748,NA,0,NA,D,0.036408,0,0.043762,0,c1,NA,0,D.pre,c1,TKI
COHP_49265,0.013601096,0.044278007,mRNA,513,PBMC,1,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,1/12/21,10/23/20,3/26/21,1,21.6,10.6,11.6,177734304,177734304,0.183142596,0.096514638,0.507512,1.03,54382610,28.61652976,75.1731975,43568966,0.002204589,68939158,108795146,99.97249326,3.620784699,108795146,67.7,39238535,71.30269778,53,9.090909091,58214127,70.79649956,53,98.71660792,13.63636364,57958112,NA,-29.33260238,NA,0,NA,D,1.027169,0.383691,0.528799,0,c1,NA,0,D.pre,c1,TKI
COHP_49266,-0.054063448,0.061185942,mRNA,513,PBMC,2,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,1/19/21,10/23/20,3/26/21,2,21.6,10.6,12.6,229083985,229083985,0.51765584,0.093905173,0.62232,1.03,54760379,16.922234,81.15206353,49496338,0.00209831,119517056,109566929,99.95786046,8.198413592,109566929,53.81,32821545,80.25368723,55,22.72727273,61094703,79.89786227,55,98.9027144,22.72727273,60992088,NA,-22.07356525,NA,0,NA,D,0.523119,0,0.257758,0,c1,NA,0,D.pre,c1,TKI
COHP_49267,-0.056100697,0.053713493,mRNA,513,PBMC,3,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,1/26/21,10/23/20,3/26/21,3,21.6,10.6,13.6,312527982,312527982,0.240823011,0.102467577,0.701723,1.02,64893241,11.54039769,84.842962,62571536,0.001998382,182654688,129873294,99.93315639,10.80980667,129873294,46.89,34578944,84.94553638,55,22.72727273,73961010,84.69184034,55.5,98.94767076,27.27272727,73749825,NA,4.6602,NA,0,NA,D,1.938095,0,0.90309,0,c1,NA,0,D.pre,c1,TKI
COHP_49268,-0.032495932,0.063722376,mRNA,513,PBMC,4,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,2/2/21,10/23/20,3/26/21,4,21.6,10.6,14.6,164832813,164832813,0.488632547,0.255120818,0.645977,1.09,50490348,20.45971029,69.57051794,40915637,0.002847415,63821784,101011029,99.96997061,3.094037385,101011029,59.99,35283445,80.59636368,57,22.72727273,58870845,80.50112095,57,99.52802932,27.27272727,58811747,NA,-40.11955547,NA,1,NA,D,2.072205,0.999097,0.771273,0,c2,NA,0,D.pre,c2,TKI
COHP_49269,0.109047589,-0.010079612,mRNA,513,PBMC,5,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,2/9/21,10/23/20,3/26/21,5,21.6,10.6,15.6,182014651,182014651,0.200934077,0.144521187,0.536708,1.07,64440321,31.2087844,63.84951853,46349223,0.003508011,53073299,128941352,99.95291658,1.938787644,128941352,70.26,51003280,73.68531146,55.5,13.63636364,72785627,73.27566394,56,98.86971873,18.18181818,72591343,NA,-79.32457588,NA,1,NA,D,4.405095,3.778569,1.997414,0,c2,NA,0,D.pre,c2,TKI
COHP_49270,0.041639837,0.037238385,mRNA,513,PBMC,6,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,2/16/21,10/23/20,3/26/21,6,21.6,10.6,16.6,206810335,206810335,0.156332459,0.099417591,0.555919,1.08,60965289,24.73893483,68.49284834,49184487,0.00322233,84749855,122060480,99.89357571,4.327960205,122060480,60.17,43204498,76.11126516,57,22.72727273,72080803,75.55844692,57,98.42108382,22.72727273,71809668,NA,-73.72610679,NA,1,NA,D,5.653344,4.578691,2.648771,0,c2,NA,1,D.pre,c2,TKI
COHP_49271,0.045672384,0.076528527,mRNA,513,PBMC,7,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,2/23/21,10/23/20,3/26/21,7,21.6,10.6,17.6,167214134,167214134,0.094622267,0.110118814,0.522796,1.09,52252964,28.22249583,74.00642846,42060482,0.002687166,62669102,104545032,99.96259602,3.620758373,104545032,67.27,38234227,73.44569235,54,9.090909091,56920240,73.00005656,54,98.88611892,13.63636364,56833552,NA,-52.2525729,NA,1,NA,D,8.88521,9.920183,4.83752,0,c2,NA,1,NA,c2,TKI
COHP_49272,-0.032090301,0.067650041,mRNA,513,PBMC,8,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,3/2/21,10/23/20,3/26/21,8,21.6,10.6,18.6,233357225,233357225,0.142408543,0.158404469,0.605843,1.01,65990488,21.06763397,77.48698299,55513260,0.002256997,101324329,132032896,99.96067647,4.505641533,132032896,62.53,44800375,77.92989402,53.5,13.63636364,71756146,77.4302195,53.5,98.64199265,18.18181818,71642046,NA,-32.32153383,NA,0,NA,D,2.648938,2.374633,1.300092,0,c1,NA,1,D.Rx,D.Rx,TKI
COHP_49273,0.14429956,0.059956497,mRNA,513,PBMC,9,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,3/9/21,10/23/20,3/26/21,9,21.6,10.6,19.6,162766512,162766512,0.078035204,0.098827082,0.444176,1.01,61360923,39.96063269,75.55996264,49361962,0.002406419,40003143,122763369,99.96617639,1.355419791,122763369,77.92,50901487,70.04393327,52,9.090909091,65416463,69.39678029,52,98.55744028,9.090909091,65328198,NA,-69.20149326,NA,1,NA,D,7.457561,3.114273,3.110133,0,c2,NA,1,D.Rx,D.Rx,TKI
COHP_49274,0.134644751,0.074881394,mRNA,513,PBMC,10,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,3/16/21,10/23/20,3/26/21,10,21.6,10.6,20.6,171960169,171960169,0.061083372,0.142951866,0.513353,1.04,60894695,32.71155427,77.30261168,50620121,0.00246589,50118418,121841751,99.9570254,1.955124562,121841751,74.05,48490027,74.43062505,53,9.090909091,65598701,73.75394616,53,98.58818503,9.090909091,65483067,NA,-64.4730737,NA,1,NA,D,8.089161,6.473934,3.59073,0,c2,NA,1,D.Rx,D.Rx,TKI
COHP_49275,0.133487908,0.087043827,mRNA,513,PBMC,11,CML.mRNA.2022_pt2,2022_B,TET_OFF_NIL_ON_D,"tTA+/-, BCR-ABL+/-",M,3/23/21,10/23/20,3/26/21,11,21.6,10.6,21.6,165521624,165521624,0.142539703,0.136489516,0.506743,1.09,61523465,34.83359491,69.70148927,48136733,0.003088889,42414523,123107101,99.95112305,1.09192564,123107101,71.75,49554492,73.73429114,55,18.18181818,69203759,73.02344978,55,98.4945646,18.18181818,69061269,NA,-130.1271459,NA,2,NA,D,3.583458,4.896301,1.812399,0,c3,NA,1,D.post,D.post,TKI
